id,lat,lon
bac7643eddcfc489dfd93f3ccb3cd6b300f63424,37.746465,-122.408125
91773ea4e8aa89379ed5ca046e24a63e3a319e40,37.7503003,-122.3832956
f6f5355d914d2937a22cc1231e66be06b9d3b500,37.6941014,-122.4555955
40d06556f1a94512a248ab6e23c509335852f110,37.7562293,-122.3911954
127ceb9e9a2bb8c37574ae6284db336436138d29,37.7174965,-122.4781074
df83bbc804a2c193f3a3051d31055ff630a71ea8,37.719298,-122.39002
1a9d7cce81e983580be0a491d785dac4e215a999,37.7801957,-122.426311
8776972ebb70fc7033e386a15c929de3cf7598cf,37.7656898,-122.4729475
8aca3c191126bf7247faf08dd591f0f582465835,37.766349,-122.4252
fa546dd9670d7b4b26f46efd8909e35b9d5090ff,37.7993847,-122.4662955
9268348f1c41b0e202a44678bb8284b8a4eeaac6,37.6819099,-122.4544072
b7a0d0c32f9e4e30cf1a132802f9230dfdb2899e,37.7798183,-122.4033272
b1aba04509761d8c31e6574925876d951ca84250,37.7535169,-122.4045758
dc7fa2f859b2d4657cc816f9a04bcdf54df5b7a5,37.7847318,-122.3878962
d323c9e8e3af817a8d768585fed38273850e4bf6,37.8079528,-122.4204695
31a43d6ddf4807bee6ca69d414e4784187904a21,37.7990901,-122.4325382
6a9d2871c619687257e6fa76b073140b46a406c9,37.7735993,-122.4521696
fafe8f87314bd81affaad6017d27a54f30265f2c,37.8017588,-122.4559047
4ffcc622befdc8a508eb35790313425202b9b13d,37.7318657,-122.4597517
edb21b754e92b5e579b4ad56970fb29daa03a461,37.7684064,-122.417817
a69196ecda06cf88b6e6dc286b36af2d96d38842,37.7511942,-122.4536571
6b5392b19c9612f0d5db865685ffaf199eaa3405,37.7544582,-122.4355924
17cd266d3b0db0bd1704a3b0f7040b2399991afc,37.7603091,-122.4155313
a39664d95044af51f57ead12a59de1e2d5d6961c,37.8051409,-122.4031749
e3fb714ea0c0224cfd7d1b3e3d5ff000f2b52b02,37.768021,-122.4143082
96820a73d3a1bdb76504653e0dfe49e182899216,37.76386,-122.4140865
bd3bf76ddeaf0924a046f0a38d8b3527c0e4bec5,37.6866628,-122.4141319
e4121890aa9f5b3ef2e389abe23e671b2f4256ba,37.799489,-122.4595901
aac62b9e436c044539786bf795f3deab6122af09,37.7629968,-122.4188304
748a59f2a0adb9d6349f0f8e9af864b4ca2fb5cf,37.7578772,-122.4412471
c1880c3b3cd96058e7d0aa8f94b1b211272bcaa0,37.7432578,-122.4771188
3137ee5d7e31efb4263b2a0e1088b17b06f23246,37.6945285,-122.4622969
c09cae595a4060b749a805ea495bf7932e5feffd,37.751366,-122.455201
322c610379dd7a70a65d6f989089777a681dd74a,37.798542,-122.4731832
c28668d13e8cbdc17de568de6e9659d9be466cb2,37.6976685,-122.4679319
735ca58911d852e64752b0ed260b8784556a9c74,37.6921355,-122.4732718
8e5ff12141cd76e069ed216da3e78f7a29cd40a2,37.8028902,-122.4075004
73f468b9175c2928c9ef63ea998eac91a37825b3,37.797068,-122.457399
9bfb876f8f0720a49fab594bd4500f49b1f7dfa9,37.7051536,-122.4698672
718b39fb26cf1d1b77d8e4c9d58d332e35d53e06,37.6900088,-122.4709915
d6c0c7d2e7b8449c7acd51c1a05ac686cbfb9a9f,37.7376899,-122.3791187
98e6e831d5b456cd26d3549428e611426be91a2f,37.7543089,-122.4193601
4efcae15642850bdc614e7506d37542f39c36baf,37.7656908,-122.431937
d08c241c708daa41cb9181dda0721999dab5b7e2,37.7146402,-122.3887832
4ca3fc12928d0ae7e874ecae05cd49d51b246c0a,37.684995,-122.4670846
ac10d3f66c161c182b5133715969b31a6b03f40e,37.7071749,-122.4597681
88d1532091357b6dac0668bc40b79d7e6404f91b,37.7476794,-122.4552481
1d01c08f14e053297cc3e278816add362ed8e8d4,37.7575399,-122.448928
43fe2a74bc83b7e37ee8807b893672644f1a66fd,37.7619616,-122.4726847
7514b3d9b26211c93c576ccfb23d8a82daac129f,37.7633766,-122.4481268
967401e8e542878cf4121751b4801c79a04d970b,37.6916095,-122.4097888
4da77102d1db3052e409c5a94b497404b0dd1c85,37.7605551,-122.4557845
fa4a079568d205250bab0c746cb02e02fd660815,37.7826914,-122.3921088
002b08bb0d17e7da5739a2d275a7d66c23ecb735,37.7965605,-122.4558876
583bc8c967af34c1a7098a991afdcfd64d075edc,37.6813751,-122.4721657
b8e1a0a4bec282798bb5937dcaca5aa7ccd847a9,37.7483548,-122.4115088
8b191961df70550a13fb15e8d68d07347e38728d,37.6887321,-122.3991644
d80c479d53df344e315cdc510ed202a9d4446c61,37.7467383,-122.4770456
7891364bb53a054fe84ca590eec9e30af6c8fac1,37.7604599,-122.4628599
df6c49ec34c74a6dff04b0675d470e8423929b55,37.7600273,-122.3962762
9a7fed47f9a2910f4ce1fee90b814d74e1127c6b,37.7914942,-122.4493892
14c1c828b5b43db2c23457fc66ccfba520582231,37.7833151,-122.417548
15ecdee7f84da19e74bdef2c7c4fbc3dc689607f,37.7070292,-122.4603549
9e57d065887b9a7c1ff8a6f69f338ebd020ed3c9,37.7596515,-122.4811711
2b6dc1c06f2169447e14aca8b58226a10b30b00b,37.7816773,-122.4000266
99382c386de964afe7c0d2862bac7591ac0079fa,37.7903888,-122.4757262
cddb75d6dd743069a6e8cd6ff2340a930ba8db16,37.7557181,-122.4435148
714f6aa51f976cec25db5e7251be1a5234aba6b2,37.7310501,-122.4353336
091e46000a7e56debf09aff457ec974e0f54976c,37.7058365,-122.4211174
e63d58507968350d9bcc8545f8c58f6285eeb31b,37.7636032,-122.4954216
c671cf88348404afec9b2f6f942577056a719439,37.7089786,-122.4521874
ad274aa635cc4969c584d12682e273fc5ee3fea6,37.7844422,-122.4311198
fdc4352d16d706cf4828de45c0548f9c970e9e33,37.7485634,-122.398597
0b8e63dc071b1ec4969933bf4ddb7bc759c962ef,37.7340741,-122.3851884
a49c979883578af1ab8eaf7007bb6cf73aa95d2a,37.6893432,-122.4110414
657c96b7f9af50b7ebd46c367547f0f670f3c4b0,37.7370184,-122.3877967
5954b066088ff6ccef408fa10c32cfd8d1f6b745,37.7818883,-122.4514523
63009d08fbaf08d2298fd4b1cd136af8131a09b5,37.7218471,-122.4551375
6e5727cacb6a7aa2a9e264ad6d876ba739545d55,37.7577156,-122.4077731
42804b5f1e6dbcabd2964fa74d81bad5e9e3daf5,37.7547532,-122.4299727
a78b1d80d243c78e3d75dd0273a6e98f09aa90fa,37.6952155,-122.4690208
52583d9c5e26a93d32a0367637beb5b541ab56c1,37.73644,-122.3985815
2bdaf49c59b17168766c3759e12856a018d4b3ff,37.8085626,-122.4158493
374d13c175a0c69cad3693603bbe8473e46f48dd,37.7861018,-122.4501827
ee564a68552225e23c292ad72bab5dac81c3de77,37.7399654,-122.4375187
974444b3c5e477837f277a8056e9a9c94f0990a9,37.7716225,-122.5094984
0fd61b36b3ac0e7b7fd8b97392d768422bdd8fc9,37.7690793,-122.3982601
30cbfca5b587183817c97671fabe4705a5468e6d,37.7814861,-122.4966757
2cc5ff23a6a83283a74df9e2c61557705954f5e3,37.729255,-122.372584
9a5d14bcb820a81e20f621bfd2b53265d84341ba,37.706713,-122.4011484
f9a7cc8e4e329705085d9f4a674ccf3c761ce322,37.7073795,-122.4930686
adc7a55bb4a17e8a7f618219dbf4f2c3bac11c3c,37.727876,-122.4030324
0ad13f667339423243f76444b6806e154776c7c7,37.7943458,-122.405689
cdb8471df44b2ea3d245c1f420d38e9e1f74bbf9,37.8025544,-122.4765093
3c52cce0cfcf920bdc15c320a7e802551a24596d,37.7825048,-122.4062133
baba2bcd9f38bd5d62f4085fb47b8e4b58d9a2c3,37.7049522,-122.4641492
77ea114f313cc583b66c081f5ad7aaa345321ad7,37.7428173,-122.4223248
6d23b17ef9e52c55f2de8f2321c482be695b92ba,37.7008561,-122.4561104
a4c5415fccab4ed19b0f8ed0a87499bfcb0b20ed,37.7780273,-122.3953037
b937cdae7c7a52e1411e2e3e7e90c3f7ea5b7bc9,37.6994743,-122.4636494
73f255998b3195452468518f225ac06983452d14,37.6901102,-122.4528606
aac3785b4c55cb9e1a674272e6f2b767759a8d69,37.6982957,-122.4868981
dfa29e9f91bf519068122d427dcbfcfb3c4db0c1,37.7391762,-122.389283
d55574be5c8c668903154415230294f430bb1932,37.7210701,-122.4521295
1d806c709b36a1ee0440acb3703b4fda044ab3bf,37.7757521,-122.4032937
527308bc20c438a9e04022b0ec0783a85e175b10,37.7814784,-122.4546721
fd3df6925ddf52d8c820bce9f9ceb3035f120ca6,37.7510464,-122.4610975
d67a49098288e697c86c889efa0acafb60268b00,37.7699322,-122.4943525
8711d548b55fe91429287411e738457e877d4ee8,37.7048023,-122.4000898
9e6e520239a13140cccb6678534d178611921f24,37.7701797,-122.4695054
d6d3e936981e598d890dd8298964d80fce91298b,37.7469042,-122.3980231
5e0bb0a337b533a3f22686817b19605565293a80,37.7116567,-122.4150913
25fddfc04a6d72efc2c673a0f098f0861fbe14be,37.7207188,-122.4485208
d14f92cd125ad2fafbf6ca7c34f3d4ab6244363a,37.7475619,-122.5007436
0e718639f27dae1b36ed75571a4a9d41f83cc99a,37.7605704,-122.413773
f9108bfb4fe674b838f6d913630905516337c0f8,37.7851012,-122.4894135
7de89624bdec001f86ddd40e99e08b1174cd513f,37.7383369,-122.3803345
9bc8dccfbf90eb407a16982ef5a25643187fd216,37.7165213,-122.3802671
d75bc7bc9c78f2b24817621995a1fa5544c23782,37.7753299,-122.5059031
5d12eee28e0a1316bbdf96523352529395e83b4e,37.7940647,-122.4112875
409c806ed2aedb9a6d3a9ae605c4bb7ccdb5f508,37.7423833,-122.4053671
65aee5b0c4dd9161ede5b90002c9618a774bc650,37.7096946,-122.4505422
af45ce92d8eb5bbbc682433c056ea0b1266d64c1,37.7797513,-122.3887102
4fcd9352ddefd62b322d5bbc54af784068a778ee,37.7050792,-122.41209
f89605f1aa7e36b5549e3c2f535f908385c77447,37.8016451,-122.4034935
5c116802e8115e8d283d5bf619235b1c10707d9d,37.7464652,-122.3988359
d557323647627ff7a7d249b9acbf3dc7f779a890,37.704434,-122.4738776
7b2492ffa9fac24950719eed25452d84b56cafbb,37.6903079,-122.4154811
fb5d10348d18e5748f680a38b9341eedd446bc51,37.741119,-122.385879
851b28ab5d81324f696c293503e454b8fc47dc0c,37.7768319,-122.3936017
d48e2bfc4eec5e50d24e7413308319c7fb20aec4,37.7763515,-122.3990512
e38edbce4c2e855b7bca8f109e5d08dcf607bfaa,37.742555,-122.434472
4b11d154af8b568abb0bbaeed9a768b379a573d5,37.7751734,-122.4653828
66a787d9effe9e668c531f9dd15213eb3b185583,37.7740226,-122.4205985
65872d724af9190b4932b342aff4094505c7e963,37.7830808,-122.4480198
88354eb41654f461fe21529803e5b845077331d4,37.7015241,-122.4234654
4c7bfa025310a6f80d981edb3d22ca457d14ff27,37.7839875,-122.4828856
8dd7575a01f806dba483b9154f2d3459df5bff54,37.7336906,-122.4470241
3d4394d91ee1516c36b32ed76b02fecec873f2b4,37.68961,-122.492642
eefeb89cb38a44f1b6992a734d2f174d39d22efe,37.716456,-122.3905825
039ec3b2e9b900a77182f6519aaa2eeaf0336d4c,37.7880135,-122.421946
704f7b290884e3f61276e5523843b659b946d518,37.7798533,-122.4646412
f52dcd71dc8c63f1b22f59544fa4f18ff77b7c51,37.7680109,-122.4961638
7a2a93f2eb0339423bdf17dbfde5354532936e1a,37.6961347,-122.4702569
b659daba5a5ec451cc7a388c795b5230d844f3c8,37.6891207,-122.4376847
e54dcbcd54d9263af62c3722b6040a563f54a21d,37.752943,-122.3858457
a128d47f3003e6e065f625878e4af950577d2231,37.7902062,-122.4159716
e545fbf161286c29f20b449e58fadd0cba3e17c2,37.7310888,-122.3822281
83d101bf4b6b397acd3b8229fd2746aeddbbf711,37.7737287,-122.4179025
95244ce80d65a5a52ad846f1e6850e785fdf28fb,37.7681873,-122.3899813
e93efcaeedfe199e7aa9495564fbe8aab3c66eef,37.7314286,-122.5061678
0b2c7251b6d4c07842aad257bc48e8345aced6cd,37.6826592,-122.4840577
cdf7a5b10c27c095799cea4a9dd8e428452d3ea4,37.692317,-122.4229087
1f1a98be76fedc93aa23c27040ac363a3030fbbb,37.7801368,-122.4454603
b5e6cf6cbc8c53f0b066d24b0d3eddde33d0b1ae,37.7388363,-122.4027876
f4df063cfa69115611dbc40edd04dd7d5668bea3,37.7967087,-122.4084468
0e7ea21c15baa5d19f9655caf10da8730584b38a,37.7780191,-122.4244807
cd27d01bed9447ca1bb2dea83fdb73fda87c0657,37.7568867,-122.4413194
94c15e441ab2178a4aa58f195a18c6d079689233,37.7758028,-122.4141708
c47e9578f56a8cd6b2889ed7f3a9cd0cf669a4da,37.7781247,-122.4506668
1ac2c53e4406de7a6ca0ca8ff494e03bada7ef72,37.7754759,-122.4028962
3a14f822432600eecb0621cd0b7b88c82eed8b5c,37.7763888,-122.4194193
8b2757396b95f548e269913412d11d227fc8f332,37.7506022,-122.4022047
37ca51b9eeffc3c3c5443e4bc3b49bcefa3f07f6,37.6914766,-122.4202312
bd7fbdc0cc21030441ed6daf6be25bbe351a48e8,37.7464923,-122.466189
4dc112d6e38be6e2a0dc9ccbcbeb0c5324047d03,37.7666588,-122.4573695
ada78c92d2b286a35bf9f73fcaaaf514a230a90e,37.7707986,-122.4249226
8c7b5c312ab79e4ce647724c080b5f86f50b1aa4,37.7155533,-122.398912
7192e60cd46c209878802f5167e9d0632c622aa6,37.7815851,-122.4161176
14f76c59b58b0a6e5a7d53931c06f210a5e44b5d,37.7755847,-122.4209064
555998485301dea8adbc273c989869f2f614d7d1,37.7677138,-122.4133535
2e7db7b95400e9d19be3bde384588dcc0f8cb0af,37.7070676,-122.4944191
09ba216458a1f16f748290448e55f8228330fbe3,37.7426397,-122.4054501
fd1443669d6702519f1cfa141b191633f62c5afb,37.713592,-122.443706
fc1dcd244ecbce877e6aa42227d97ab8c12a136a,37.805527,-122.4511198
f40d5a190885371f62f3a7dfc487ca173cf59377,37.8067075,-122.4423638
5ffcaac653d76032bfaf30de0dd10f3c582e2ab6,37.7149798,-122.3823911
0f590732ab6525ca9b9f7d190d0e4689e6dbf84f,37.7206571,-122.4039918
0ac1c0c7654cb10cad90a8c93c5dc7c223acc6cc,37.7178655,-122.4716353
350bbfda6106dbae21f22cfed9c37b9a7f35f85d,37.7342261,-122.5057439
21c541db08cdb32fdd4832f9673444c7d14c6589,37.7365187,-122.4526209
827b4184904eeb17c176fd98126c99dbe2f65cf8,37.7842554,-122.437975
d3effc2131582862ba010e42f092f6afb4015afd,37.7783974,-122.4489038
23076e28b79ee6f22774a364be2e352b93bcfd86,37.7346991,-122.477609
6e061afb4d4d555d8d7d19cd908dfadb7f738c10,37.7644339,-122.4174313
384e67fcd4f94dbe321587c30cbc087bb69b3dab,37.7613901,-122.4394173
bb682ba205e7b7e53a159d287f9b42c64ba9d010,37.7338099,-122.4942788
38e4b8ea43b9b6d3138b730e4bcf853cd607c461,37.8072115,-122.4724746
c4851b5cc1e77a1303eb52f57d69c77aaa556e0d,37.76263,-122.4267
6b6f28c06c00282a71590281301949c9a4f29ed0,37.701108,-122.4676302
2bbba07fba273da27538f32ee8c5d7e7280d69e1,37.741209,-122.4050512
ce4ddf525f98aca9099bbe89f37b007bb447a6cb,37.7900432,-122.4022209
7ba523ed60dd71ab64423e4322672e7dd71b52d9,37.7774027,-122.4264716
d89a4bb674cabcc6111296bea8a5d1895a9c7cd8,37.767749,-122.3897278
e89eadf77db5d754c3dc457425b8486a9bc03fb6,37.762463,-122.398461
9db976b06a0fae83ec719b412f28b9ed0044617c,37.7089573,-122.3928034
396d51c4274b086b4ae89ddddc2c00869a4300ff,37.7843282,-122.4753857
7785250dc944559fa379b0d169ec92c46580a79d,37.7731629,-122.4712572
76955ae8665d17be00db69b4a046eda96a3b1dcb,37.7846084,-122.4348585
a64ddfb9c3ac01bfa3b6ff81fb5c4a2d324e0551,37.7854387,-122.4123011
7ecb36f08a787523e45bba5bdca171484046a44e,37.7625978,-122.4992109
3283c7789d4399cbba150398ee3dd30bbfb4e467,37.7135149,-122.4765701
af9fe0c2fca12bbe36fbe7a6ab4a1769ec55c04f,37.7523634,-122.4581153
7d96ef98f40666ea054ba9b05a2e0ce6c264ab10,37.751357,-122.394167
2842bfd4f716ab314714982a72f7316288a862df,37.7723729,-122.4508045
b23dd804483ed05d7e9c830e64032ce908f07370,37.7449651,-122.4747712
f012251fab84479af5743ed50eb0fc3fc8563687,37.7792177,-122.5029592
25c47e52b5e492bd879d078bf7bf8e745f101f18,37.7290899,-122.4191092
2a9393c19962454a38a9c3afb53660e859aa3d2e,37.8048148,-122.4286695
bc0f270fcb27925adfa04a9c70b84af02e0ecd4d,37.6908459,-122.3923344
690c2d3aff51cc6102f6218be7e6ff82363c79c3,37.7504227,-122.4783769
cac44bebd5d34265d48b7d77e5798f6620fd7859,37.6922889,-122.4064992
ceeeae1d535aa1699ccb397b830a7627fae0dee2,37.8019181,-122.4126034
cc71327bb068770abf17ced2ec3cfae49dfe2b9f,37.7733091,-122.5091789
75545aa3a004045ea24b1ec49c0bb6cd420de8a1,37.7297855,-122.4056105
aa59a9df5ee528c606aa7025154010de771dc223,37.7237126,-122.4950897
c0a774a46c10a2f2ffd6587b0b7e80d403b93888,37.7560158,-122.4787673
7429ff8ac13b5b8db9e71989eef1c1b07c914825,37.731217,-122.401288
97b2ed24a70463674716bda603206e1324863be6,37.7340368,-122.4275744
dd53342e50369d5513a120be96f88a60e0342996,37.8028542,-122.43499
a10593a2cf4ca016fb025b306e7aedbbb1c88cc8,37.6993976,-122.4831999
28b4a403034d3c93392829a740cb1b0a7b15bcb8,37.7894097,-122.486082
a013b4d86ae2b78e5113125377664b2b6cf72a05,37.779913,-122.4118174
7f81d568f255bafa8a06216a5f81275612bf6212,37.7787074,-122.5116412
56e071d10ac5323716bbacfeacb91dbb4c8defef,37.7713903,-122.4990666
6399a9f0c6dcae09340dbd86ae14884a1ee74e85,37.7791248,-122.4291651
26a032b6c3c960b9373737bcaa385c4159a7b45c,37.7932925,-122.4791251
0748c881e648c4f417ca4f8fb0d33a92564146fe,37.7757434,-122.4244963
2fa132fd9df4a7fe7d6b9526e46bfcd22b6b7530,37.7113974,-122.4141611
a4e308dbf4cf03e9642da326863c9ddcfb438710,37.7770229,-122.3903783
3d24b9234d3215f8ff32a4ce850c9bb55ea15323,37.7287461,-122.4095541
63e740252fa22b419d98ae4fa72128715267a822,37.7939348,-122.4555775
45300b08162bbff6143e091291dd0a792786cc6d,37.7473761,-122.4051009
f8946a0224cf57f35b56732be15bc928423225ac,37.7790367,-122.4306165
ffccaa61b59b9fc2d84215bd6460beb252b88b60,37.7465481,-122.4413269
85c7a498b126780bdbbfbd829d7534fac0ae524b,37.8061001,-122.4744758
1c5fe7f06bd2ba40a86b7590408fc319b64ae8aa,37.7542867,-122.4840176
41b29064aac4fbf52e4d82a1c656454ef11969d5,37.7873253,-122.4733609
45ae56fa3f9206440639ed3a60f72304cf5e36b7,37.752014,-122.4428182
e0786528c432663a2002dac726beaa2cab4d1cdb,37.766921,-122.429812
30d61c932a240fcf5cb8bd7e8a4fb573c3f16afc,37.7412887,-122.3820575
619566fadee92fc558bad6572df1f37b95749f97,37.6860979,-122.473931
3d564ddfaf33efadf68875e1765b1a91b1c2e0cd,37.739945,-122.4001487
d5d22aebf8a600f14baeca32829a765e5d603cb3,37.7083396,-122.4540658
0b02d73b629516fd77016751b5b63da5408d3de3,37.6801597,-122.4019016
d569e9723f54105078a49c6f67bb884a7246dca0,37.7171792,-122.4077506
c20704fa25d94a318839e0f9c02c2276de6351c4,37.7644207,-122.4242344
69d736c32add00af2a4e936dae4e6a98f93e2399,37.769149,-122.4265914
8160488fce3defb3064ac7aef3a239212967006a,37.7928936,-122.4312864
315c63994a7e1c458b4cd9e0e48b77e07525526c,37.7130017,-122.4197227
c3f67e68b998eb85dcc52ee088fb6ae4c6a9cf15,37.7385083,-122.4287614
c822edf4c0f894f02cded700fefc89692e2b8ef9,37.7832528,-122.4394394
56701a71b9cc10c0d354ba471aec7803d02aa577,37.7668251,-122.4103707
2674ea5d0d904c341c84c4c752d24e727bc7b2ea,37.6986455,-122.4829375
47d7394aedfacfe7c25a187e506f4dec35ccc30e,37.781049,-122.4476131
e48bb324a64666ca37e81f541bb71389f792efe1,37.7660722,-122.4299269
bea3407e69af02e1f098e227f46098f1948d8331,37.7728715,-122.4395358
3c044d4d0dbfcfcfd8599c9140f853befe2959d5,37.7414599,-122.3816425
47472baba17b7ba5f36866108b9c534bf5ddb390,37.6983912,-122.4950622
7991072636ccba4787b9b3a3cd43517fba9f9215,37.7795067,-122.4074417
5290594df3d96e4756caafb2ccc8c1506d911299,37.7810507,-122.4651333
d188668ff7732377959f5adcbd37bf0dab257fd3,37.7166368,-122.4417927
8953b7d2e5dcc0b921b230a5f326848e44d80ac0,37.6841918,-122.4736843
6faa10b3e645142ba82983872313857055090738,37.7382917,-122.4694239
5b94bdff2003f2141b7ba617ee481b20d1f9050a,37.7323181,-122.45117
c81122b19989782bc9315a45acbb6f673dbb4875,37.7196208,-122.4799244
cb11f80ebc30e0b60bf04b3b70865d149dee2134,37.7298655,-122.4524727
e4350dbb2a59e2baf200ac8555a0d83180037f80,37.7147323,-122.4851909
e0424a1f8780e306888dd7afb7d749c5e6eaf066,37.7486486,-122.3978743
3432d6b1cb359a5be8a8ef2b657662d8de00380c,37.7426996,-122.3861287
7c9a3f8c12edfcc19bfa30f48c7054964b77d085,37.7462689,-122.4073201
9831e74d83f766493f0a19c238ecafdfac0cab61,37.7551958,-122.4771532
e30a120769b9dff2aa0bc75414a64f7ff50b608c,37.7751543,-122.4192016
8ddcdca992779cb8f3bc3513c67f0ae51d18e803,37.7861912,-122.4264871
769279dcdb50fcc019213a3cf35d51a9f9355e07,37.6927995,-122.4083358
acbc6e26750156e69726c70596890ad098971a5e,37.7799136,-122.5078463
65220000c498a5fa343235fc585981564a4d5358,37.7987274,-122.4452284
1779b2a3ef1511a0d0fa6aa9ffe1a10f29cbe7cd,37.7112954,-122.4849934
6c0fc6fd589415ae3dd70fbea0f1e4c7a64c3a24,37.7844452,-122.4297666
7f9d6f20b33737823142c94ebb8f63eef8e0f3c3,37.7850175,-122.3947565
4a5c13dcf53d8494b3188f154e21b6fa7d0781e0,37.7180513,-122.4495806
6a0a5d3e7a7dac917797095a8a09c230906cd6f6,37.6904959,-122.4652889
216afe2c82917edaaf62b00f17671b02b9e18cd9,37.7976094,-122.4389849
e872e235ec9afb92ec7c9956d61d466ce91215d1,37.7886919,-122.4348056
b60da7f4c37d08fc2ffffb277d2da4eb2179e2ee,37.7641119,-122.5094538
3afa8b5400e958e549772c536f8b991710a902cf,37.7797006,-122.4309337
41c33d9ac455bae35dd6bd3174dcb20bbae141d9,37.7755508,-122.3986669
b2ac3a444e58de02d6cf49db18ad4f79f4411f00,37.7823509,-122.432529
41cda301c01ba6ad8fd046f148b8335aa32618c8,37.7769261,-122.394769
1775eb98d856c5085d6e980f5e9d3af38d8b0a1e,37.790362,-122.40334
25a9ec5830699df8f511c6ce9375103382ea35b9,37.7482903,-122.4019637
3e5f675d1c309e08297df590e3b72236f674319a,37.7651881,-122.3958165
1556f0c5c061aa8605c05e02d84cb690c02a036e,37.7838903,-122.4850257
754f32ca02c8871b228fe48c60bd3949c74fc15d,37.7547688,-122.4048702
7d3ef26e2dfceae2c632af5bcc2c723f7e6ac817,37.769556,-122.4255721
46d934a6891a1ea2db06c7eef287bceb3226699d,37.6953562,-122.4083338
425d8b78dc9b631a6a1722e7e7d10218bb9502b9,37.7631863,-122.4013129
853350a760f6b6481f95aec1fb72bd18299217be,37.7501562,-122.3904641
b1886a00bf69ab771e54f6d503c58d4af194ddb6,37.7950705,-122.396743
90b13ddda4accd4a8d5c8031a3c3cc3dd3715f71,37.7264345,-122.4184214
27c762e42c54d187b8e0d74f2a2061f53c10ff81,37.7753072,-122.3972993
931bda05f2f8689f63ffdee8f40ea8cb895048ab,37.7287378,-122.4782305
0ab7fb6869d4c72487cff4e171b212be9f54d9a7,37.7008197,-122.4695528
da73ab8b2889dfdf77fbbbe2a4d00ad63bb1ec93,37.738215,-122.398378
dcf120a2b5a92cdd91d25ad69817268343bf0e23,37.7821752,-122.434021
6698e91ccb89454f7fd813e2c81fd0f88b8cbc48,37.8068936,-122.4272297
dbf5507538ad60ed0a241bb620e448f1265faab5,37.7822654,-122.4795328
a64130cc0b1f991235a9e47554c3da031c4bad0b,37.7129444,-122.4662024
f7c28264e6b26eb2dd3bb6ce6cd293fc3cec75dc,37.7300159,-122.3992256
